,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,COMPSYS_1,COMPSYS_2,COMPSYS_3,COMPSYS_4,COMPSYS_5,LDATE_month
1798480,11454688,hyundai motor america,hyundai,elantra,2017-01-01,y,,n,0,0,electrical system:12v/24v/48v battery,dry branch,ga,5npd74lf7hh,2022-03-01,2022-03-01,,,while sitting at a busy red light 02152022 the car just cut off no warnings no lights just cut off after several attempts i managed to get car started traffic was piled up behind me i took it to a local auto store that will run engine checks for free no problems were found the employee said it just registered recharge battery the car had no more problems that day i did report it and was supposed to stop by dealership in the next few days as this was not a safety issue and it could be recharged quickly the next evening my daughter drove me to the store for some needed items on the way back she was slowly veering right at a yield sign and the engine cut off again it was dark and the way the road curved cars coming from behind us would not be able to see us we were afraid that we would be hit from behind causing injury to us and anyone in the other vehicle the car would not restart as the car was still slightly rolling my daughter tried to veer over into a parking lot to get us to safety in the darkness she was unable to see a ditch beside the entrance of parking lot and we fell straight into it headfirst we called for a sheriffs deputy who came quickly he mentioned that we were not in a safe area for strangers he placed his car with his lights flashing in the lane near the intersection in order to alert drivers coming near i was told to have it towed to dealership i had just purchased it 12242021 deputy did not make a formal report as he stated their policy is to not do that in accidents with just one car we had the car towed as instructed and a friend came to drive us home this started a long legal process with the dealership which i can give further details on if needed my daughter and i could have easily been hit from behind we could have been severely injured or lost our lives an unsuspecting driver veering right at that intersection could have had the same fate as it was too dark to see our car ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,y,electrical system,12v/24v/48v battery,,,,2022-03
1798481,11454689,hyundai motor america,hyundai,sonata hybrid,2012-01-01,n,,n,0,0,engine,vinegar bend,al,kmhec4a46ca,2022-03-01,2022-03-01,155000.0,,the contact owns a 2012 hyundai sonata hybrid the contact stated that he had received notification of nhtsa campaign number 15v568000 engine the contact took the vehicle to a dealer where the recall was serviced soon after the recalled pair the hybrid system warning light safely stop and do not drive warning message appeared on the instrument panel the contact had the vehicle towed to a dealer where it remained in their possession the manufacturer was notified of the failure but offered no assistance the contact was given an estimate for the repair but was declined the vehicle had yet to be repaired the failure mileage was 155000,evoq,n,,y,n,y,4.0,awd,,he,,,,,,,,,,,v,,n,y,engine,,,,,2022-03
1798544,11454738,hyundai motor america,hyundai,elantra,2016-01-01,n,,n,0,0,engine,fresno,ca,5npdh4ae7gh,2022-03-01,2022-03-01,,,piston defect caused engine to seize car was parked when engine would not start so i had it towed to hyundai dealership where it is still nothing has been done to my car but was told im one of the persons who have been affected by the recent lawsuit that closed and i could not file a claim ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-03
1798553,11454743,hyundai motor america,hyundai,tucson,2012-01-01,n,,n,0,0,engine,santee,ca,km8jucac4cu,2022-03-01,2022-03-01,,,my 2012 tucson engine with 62000 miles locked up on 092221 while i was on a trip without warning  no check engine light came on luckily i was able to coast to the small shoulder it suddenly seized on a stretch of i15 in the mountains of the mohave desert the engine completely stopped so suddenly that i was lucky i was able to coast to the shoulder the shoulder was very narrow so i was barely off a very busy highway at night the breakdown happened just before midnight i was stuck on the side of the road as cars and trucks were flying by us with little room to avoid hitting us it took 4 hours to find someone who would tow my car i was towed to midas shop at a cost of 800 the midas shop confirmed that my engine had seized was full of oil and no explanation for the engine seizing could be found the only option was to replace the engine i wanted a new one but they could not find one they found a used one from a 2012 tucson supposedly with 40000 miles on it the mechanic had to go to huntington beach to pick it up he was amazed at the cost of the engine much higher than they had paid for any other used engine ultimately the replacement cost 1211841 when i picked up my car on 101521 i headed home to san diego 170 miles after approx 100 miles the transmission suddenly stopped shifting into any gear it would not come out of neutral i was in a lane close enough to the shoulder to coast just far enough to get a few inches off the highway because it was a friday evening there were no auto shops open i had no choice but to have the car towed to my house 70 miles at a cost of 500 a local transmission shop diagnosed my transmission problem it was due to failure of the part that pumps fluid into the transmission yet another problem that shouldnt occur in a car with only 61000 miles on it the cost of the repair was 4200 the failure of those parts put me in 2 very dangerous situations and cost me 20000  ,ivoq,n,,n,n,n,,,,,,70.0,,,,,,,,,v,,n,n,engine,,,,,2022-03
1798554,11454743,hyundai motor america,hyundai,tucson,2012-01-01,n,,n,0,0,power train,santee,ca,km8jucac4cu,2022-03-01,2022-03-01,,,my 2012 tucson engine with 62000 miles locked up on 092221 while i was on a trip without warning  no check engine light came on luckily i was able to coast to the small shoulder it suddenly seized on a stretch of i15 in the mountains of the mohave desert the engine completely stopped so suddenly that i was lucky i was able to coast to the shoulder the shoulder was very narrow so i was barely off a very busy highway at night the breakdown happened just before midnight i was stuck on the side of the road as cars and trucks were flying by us with little room to avoid hitting us it took 4 hours to find someone who would tow my car i was towed to midas shop at a cost of 800 the midas shop confirmed that my engine had seized was full of oil and no explanation for the engine seizing could be found the only option was to replace the engine i wanted a new one but they could not find one they found a used one from a 2012 tucson supposedly with 40000 miles on it the mechanic had to go to huntington beach to pick it up he was amazed at the cost of the engine much higher than they had paid for any other used engine ultimately the replacement cost 1211841 when i picked up my car on 101521 i headed home to san diego 170 miles after approx 100 miles the transmission suddenly stopped shifting into any gear it would not come out of neutral i was in a lane close enough to the shoulder to coast just far enough to get a few inches off the highway because it was a friday evening there were no auto shops open i had no choice but to have the car towed to my house 70 miles at a cost of 500 a local transmission shop diagnosed my transmission problem it was due to failure of the part that pumps fluid into the transmission yet another problem that shouldnt occur in a car with only 61000 miles on it the cost of the repair was 4200 the failure of those parts put me in 2 very dangerous situations and cost me 20000  ,ivoq,n,,n,n,n,,,,,,70.0,,,,,,,,,v,,n,n,power train,,,,,2022-03
1798572,11454756,hyundai motor america,hyundai,tucson,2018-01-01,n,,n,0,0,electrical system,signal hill ,ca,km8j33a22ju,2022-03-01,2022-03-01,,,electric media screen navigation radio and etc died screen went black and would not turn on   car wouldnt start on first attempt this morning mild southern california conditions garage parked  car shakes  rattles when starting and powering down,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-03
1798573,11454756,hyundai motor america,hyundai,tucson,2018-01-01,n,,n,0,0,engine,signal hill ,ca,km8j33a22ju,2022-03-01,2022-03-01,,,electric media screen navigation radio and etc died screen went black and would not turn on   car wouldnt start on first attempt this morning mild southern california conditions garage parked  car shakes  rattles when starting and powering down,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-03
1798581,11454763,hyundai motor america,hyundai,sonata,2012-01-01,n,,n,0,0,air bags,alcalde,nm,5npec4ac7ch,2022-03-01,2022-03-01,,,front seat belts do not fasten properly and air bag light stays on i dont see a pending recall however did notice certain models recalled  this is a huge safety issue that is very concerning to me  i would appreciate if someone could get in touch with me to discuss further  thank you xxx xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,air bags,,,,,2022-03
1798582,11454763,hyundai motor america,hyundai,sonata,2012-01-01,n,,n,0,0,seat belts,alcalde,nm,5npec4ac7ch,2022-03-01,2022-03-01,,,front seat belts do not fasten properly and air bag light stays on i dont see a pending recall however did notice certain models recalled  this is a huge safety issue that is very concerning to me  i would appreciate if someone could get in touch with me to discuss further  thank you xxx xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,seat belts,,,,,2022-03
1798601,11454776,hyundai motor america,hyundai,sonata,2011-01-01,n,,n,0,0,engine,bethesda,md,5npec4ac5bh,2022-03-01,2022-03-01,,,out of the blue in the middle of driving this car stopped working   this could have been a very dangerous situation  there was absolutely no warning  apparently there is a recall but it has not been publicized by hyundai  why was the recall not registered with the nhtsa  what efforts have been made in earnest by hyundai to reach owners what advertisements social media posts outreach by dealers have been made  how many letters has each owner been sent and how clear and serious was the wording on these letters  we had no idea there may be an issue with the engine as we never received a notification from hyundai   we never even heard of the recall until the car died in the middle of driving it  it is very dangerous that this issue exists and that no earnest effort has been made to notify the public  not only are drivers and passengers being put in serious danger by the lack of information about this potential engine failurepotential fire other drivers and passengers are being put at risk by having these cars out on the road  nhtsa should be advocating for the following 1 more robust earnest outreach on the failure issue 2 hyundai needs to give an accounting of how many affected vehicles have been sold in the us and how many have participated in their barely advertised recall in order to let you know the scope of vehicles still affected 3 hyundai needs to replace these engines or get these dangerous cars off the road by providing reasonable trade in value for people to stop using these cars 4  this recall must be registered with the nhtsa and owners need to be alerted  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-03
